Time,Ipri_tank,ILm,I_Q1,I_Q2,I_Q3,I_Q4,I_Q5,I_Q6,I_Q7,I_Q8,VG_up,VG_down,Vout,Vds_Q2,V5,V6,V7,V8,V9,VG_up1,VG_down1
0.0019960099999921359,-2.7823376740343519,-3.123326536069726,-1.3911687801737571,1.3911688085954665,-0.34045682184569159,0.34046392016762184,-0.33075772165602757,0.3307648057671031,-0.3345610863902948,0.33456819181765241,0,0,44.457665083453485,76.55090204806524,-200.6877017300709,-33.085567431016628,-33.085567517206179,11.372097311980035,33.085567431016628,0,0
0.0019960149999921359,-2.8104681177865132,-3.1429388371861933,-1.4052340020498377,1.4052340304715472,-0.33216274886171959,0.33216985428907719,-0.32617487732977679,0.32618198986256175,-0.32856915055390346,0.32857626308668841,0,0,44.457524395128857,125.43906339726905,-121.61299345314646,-19.739800048346524,-19.739800131573659,24.717724014619584,19.739800048346524,0,0
0.0019960199999921359,-3.0566363591333356,-3.154661143867088,-1.5283179664038471,1.5283181653558131,-0.097859889081064466,0.097866980297567352,-0.094247646131861984,0.094254744453792227,-0.0957396508738384,0.095746749195768643,0,0,44.457383707249633,176.72494043820271,-71.026665197475239,-11.207464186521559,-11.207464211585485,33.249919422868182,11.207464186521559,0,0
0.0019960249999921359,-3.0670487376482924,-3.1619331366528058,-1.5335242551373085,1.5335243688241462,-0.094784262216762727,0.094791346327838255,-0.092223487513365399,0.092230571624440927,-0.093319748373232869,0.093326846695163113,0,0,44.457243019815479,230.25365517291453,-48.478367710523791,-7.3850189426448889,-7.3850189661748509,37.072223982386333,7.3850189426448889,0,0
0.0019960299999921358,-2.836499220393307,-3.1647781219279469,-1.4182494396663969,1.4182495533532347,-0.32831705709668313,0.32832416252404073,-0.32813951378329875,0.32814660499980164,-0.32831993479476296,0.32832704022212056,0,0,44.457102332826381,281.85809409079053,1.725047241617399,1.0099895663165706,1.009989483599782,45.467091570825893,-1.0099895663165706,0,0
0.0019960349999921358,-2.81996835838072,-3.1597127829741112,-1.4099842360337789,1.40998417919036,-0.33999811677176695,0.34000520088284247,-0.34363821299621122,0.34364531131814147,-0.34233853796195035,0.34234562207302588,0,0,44.456961646282657,331.30273964719652,81.51677235152718,14.270352121762688,14.270352037001564,58.727313428047232,-14.270352121762688,0,0
0.0019960399999921358,-3.0437537930083636,-3.1465426104659855,-1.5218767543956346,1.5218768680824724,-0.10318268550690846,0.1031897838288387,-0.10940613037746516,0.1094132286993954,-0.10709325692914717,0.10710036235650477,0,0,44.456820960184345,382.55905099465997,134.91663164233756,23.063762556958611,23.063762530999593,67.520583413960267,-23.063762556958611,0,0
0.0019960449999921357,-3.0526333034686104,-3.1287674318036807,-1.526316509625758,1.5263166233125958,-0.076581308405820891,0.07658839251689642,-0.083917960580492945,0.083925051796995831,-0.081154119868642738,0.081161218190572981,0,0,44.456680274531116,435.84914625911529,157.19353255775928,26.630649292472796,26.630649273950496,71.087329490422604,-26.630649292472796,0,0
0.0019960499999921357,-2.7991550268779974,-3.1067828274444764,-1.3995772292219044,1.3995774565955799,-0.30819357021982796,0.30820066143633085,-0.31783061871237805,0.31783770282345358,-0.31415133605605661,0.31415842727255949,0,0,44.456539589322915,487.00114009926978,204.0924584589111,34.265212625032021,34.265212547800338,78.721751906161373,-34.265212625032021,0,0
0.0019960549999921357,-2.8535393994388869,-3.0768245267154271,-1.4267693586589303,1.4267696428760246,-5.9827698351000436e-06,0.44807088528386885,-0.005849415174452588,0.46858306035346686,-0.00066511063323559938,0.46358015737268943,0,0,44.456393932613089,537.11261583059809,276.33869003140876,46.056541067202566,46.056399309456445,90.512934999809673,-46.056541067202566,0,0
0.0019960599999921357,-2.9155117431400868,-3.043193714802328,-2.9155116862966679,-5.6843418860808015e-08,6.6506800067145377e-06,0.25687721461054025,6.7288397076481488e-06,0.28323275813590953,6.6506800067145377e-06,0.27304551508677832,0,0,44.456265202230313,535.7500349861416,276.33740106054597,46.056256634970993,46.056268284757309,90.51252183720797,-46.056256634970993,0,0
0.0019960649999921356,-2.9181006198086834,-3.0101448373898165,-3.0139951263663534,-0.095894449714251095,0.080727652118639526,0.26627036220361333,0.080718940864699107,0.29170294624236703,0.080722301731839252,0.28187245959543361,1,0,44.456133682517091,534.07775034642464,266.75163021223,44.458516148851388,44.458493503416186,88.914649912096138,-44.458516148851388,0,0
0.0019960699999921356,-2.8612190021704009,-2.9776813335047336,-2.8612604978661693,-4.1552539187250659e-05,-2.7569058147491887e-06,0.234376216212695,-2.7569058147491887e-06,0.25981699991461937,-2.7640112421067897e-06,0.24998334424708446,1,0,44.45600184219402,534.07153541339699,266.74618697685588,44.457598764655366,44.457595777853335,88.913600606846629,-44.457598764655366,0,0
0.0019960749999921356,-2.8038405162078561,-2.9452177727762319,-2.803880988722085,-4.0472514228895307e-05,-1.1795009413617663e-06,0.28420757303138089,-1.1652900866465643e-06,0.30964847042014298,-1.1723955140041653e-06,0.29981477212004393,1,0,44.455871395323378,534.07010084017577,266.74743924173168,44.457807328243234,44.457804231920733,88.913678723565425,-44.457807328243234,0,0
0.0019960799999921355,-2.7458092404231138,-2.9127540130957641,-2.7458517024570028,-4.2462033889023587e-05,-3.3892888495756779e-06,0.3353404736117227,-3.3821834222180769e-06,0.36078152021445931,-3.3892888495756779e-06,0.35094777217636874,1,0,44.455742841932874,534.0686501000032,266.74875577522226,44.458026577638591,44.458023432419779,88.913769419568084,-44.458026577638591,0,0
0.0019960849999921355,-2.6871406362261041,-2.8802901113067492,-2.6871819613916159,-4.1325165511807427e-05,-1.7905676941154525e-06,0.38775144872715828,-1.7905676941154525e-06,0.41319258059502317,-1.7976731214730535e-06,0.40335877571351375,1,0,44.455616230383797,534.06718327217686,266.75013625253195,44.458256518562095,44.458253265763133,88.913872748944101,-44.458256518562095,0,0
0.0019960899999921355,-2.6278504492438515,-2.8478260105657682,-2.6278937070856045,-4.3428372009657323e-05,-4.007461029686965e-06,0.44140148958149439,-4.000355602329364e-06,0.46684278487418851,-4.0216718844021671e-06,0.45700893736011494,1,0,44.455491607867387,534.06570105605601,266.75157901358034,44.458496812426944,44.458493516412304,88.913988420290323,-44.458496812426944,0,0
0.0019960949999921354,-2.5679544251033803,-2.8153617677162401,-2.5679966597635939,-4.2234660213580355e-05,-2.4300561562995426e-06,0.4962665869356897,-2.4229507289419416e-06,0.52170803144235833,-2.4371615836571436e-06,0.51187411287401119,1,0,44.455369020392581,534.06420354120723,266.7530837156566,44.458747466061311,44.458744064480747,88.914116486451462,-44.458747466061311,0,0
0.0019960999999921354,-2.5074685368053906,-2.782897325914746,-2.5075125904550077,-4.4167336454847828e-05,-4.6185277824406512e-06,0.5523072772462001,-4.6114223550830502e-06,0.57774884965056117,-4.6256332097982522e-06,0.56791488134422252,1,0,44.455248512777182,534.06269143003419,266.75464864258987,44.459008127881155,44.459004688820571,88.914256640653718,-44.459008127881155,0,0
0.0019961049999921354,-2.4464088710374199,-2.7504326851612859,-2.4464519015054975,-4.3087311496492475e-05,-3.0411229090532288e-06,0.60949894731265886,-3.0411229090532288e-06,0.63494069024727651,-3.0482283364108298e-06,0.62510665799209164,1,0,44.455130128638174,534.06116482191135,266.75627343905217,44.459278805905825,44.459275263364646,88.914408934540944,-44.459278805905825,0,0
0.0019961099999921354,-2.3847915144870058,-2.7179678454558598,-2.3848365344747435,-4.5019987737759948e-05,-5.2153836804791354e-06,0.66780172147673511,-5.2082782531215344e-06,0.69324362073075463,-5.2224891078367364e-06,0.6834095316321509,1,0,44.455013910383336,534.0596244219023,266.75795633301834,44.459559135802607,44.459555561567463,88.91457304618072,-44.459559135802607,0,0
0.0019961149999921353,-2.322632894902199,-2.6855027783767582,-2.3226767211781407,-4.3826275941682979e-05,-3.637978807091713e-06,0.72719046784186503,-3.6308733797341119e-06,0.75263253762614113,-3.652189661806915e-06,0.74279837747326383,1,0,44.454899899200903,534.05807033872145,266.75969695536503,44.45984912696769,44.459845451404028,88.914749026164955,-44.45984912696769,0,0
0.0019961199999921353,-2.2599493263442127,-2.6530375123456906,-2.259994971609558,-4.5758952182950452e-05,-5.7909232964448165e-06,0.78762489152950366,-5.7909232964448165e-06,0.8130671389494637,-5.7980287238024175e-06,0.80323292195316753,1,0,44.454788135052617,534.0565032797025,266.76149348109851,44.460148402545229,44.460144701119688,88.914936537592055,-44.460148402545229,0,0
